Number of hit	Text ID	Context before	Query item	Context after	URL	Matchbegin corpus position	Matchend corpus position
218	nyt_eng_19940821_0003	Internet and satellite communications to spread the word about the government they say is oppressing them . Recently , the	extremist	rhetoric of hate and violence now under attack in the wake of the bombing of the federal building in Oklahoma	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=217	39358505	39358505
219	nyt_eng_19940821_0003	once have been picked up on court-ordered wiretaps to communicate with each other by encoded computer messages . Dissident and	extremist	views of every stripe are well represented in numerous Internet discussion groups on the User Network -LRB- Usenet -RRB- ,	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=218	39358735	39358735
220	nyt_eng_19940821_0003	worrisome . `` A generation ago in the late '60s , when you had the bombs going off from the	extremist	radical left , all the recipes were available , '' Cooper said . `` But you had to track them	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=219	39369191	39369191
221	nyt_eng_19940821_0003	the slaughter , Oklahoma City was the only topic on his three-hour show . Was he unwittingly stoking up the	extremist	, lunatic fringe ? Absolutely not , he responded , `` I have a fine , intelligent , thoughtful audience	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=220	39503643	39503643
222	nyt_eng_19940821_0003	the slaughter , Oklahoma City was the only topic on his three-hour show . Was he unwittingly stoking up the	extremist	, lunatic fringe ? Absolutely not , he responded , `` I have a fine , intelligent , thoughtful audience	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=221	39504393	39504393
223	nyt_eng_19940821_0003	, which is never coherently spelled out , involves a terrorist bombing on Hitler 's birthday that will mobilize far-right	extremist	groups around the country into a revolution . The timing of the movie 's release could n't be more unfortunate	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=222	39523180	39523180
224	nyt_eng_19940821_0003	the rhetorical excesses of the anti-Vietnam War movement `` caused '' bombings by the radical left . The seedbed for	extremist	megalomania is a mix of heightened grievance , paranoia , an infantile demand for attention and an inability to consider	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=223	39609060	39609060
225	nyt_eng_19940821_0003	organizing an international conference on Southern literature for June ' 96 . . Before April 19 , America 's right-wing	extremist	groups were barely visible blips on Olympic security radar screens . Then came the devastating truck bomb in Oklahoma City	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=224	39811113	39811113
226	nyt_eng_19940821_0003	organizing an international conference on Southern literature for June ' 96 . . Before April 19 , America 's right-wing	extremist	groups were barely visible blips on Olympic security radar screens . Then came the devastating truck bomb in Oklahoma City	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=225	39827843	39827843
227	nyt_eng_19940821_0003	-- is nothing short of monstrous . The sad thing is that many members of the militias or of other	extremist	groups are genuinely convinced of threats against themselves and their idea of what patriotism means . Many of these members	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=226	39838240	39838240
228	nyt_eng_19940821_0003	and water , Gore accused the Republicans of failing to represent mainstream America . `` It 's extraordinary . These	extremist	right-wing groups just yank their chain , and they do whatever they want , '' Gore said Thursday in an	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=227	39841844	39841844
229	nyt_eng_19940821_0003	and no say in the way government spends the too-high taxes it collects . Organizations that monitor militias and other	extremist	groups say that historically the groups ' gains can be tied to losses in members ' economic standing . ``	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=228	39879860	39879860
230	nyt_eng_19940821_0003	media coverage , also raised questions about who Stockman is and what ties , if any , he has to	extremist	groups . Questions about such ties already had been raised after the release of a scathing letter Stockman wrote to	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=229	39975540	39975540
231	nyt_eng_19940821_0003	building contained a day-care center and an office of the ATF . The ATF office had been the target of	extremist	threats since the destruction of the Branch Davidian compound in Waco , Texas , two years before the bombing .	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=230	40060719	40060719
232	nyt_eng_19940821_0003	freedoms , even when they have taken these rights to an extreme point of view . If it is the	extremist	we fear , the last thing we should do is relinquish individual liberties -- the best tool we have for	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=231	40088684	40088684
233	nyt_eng_19940821_0003	Ms. Chai defends her actions . `` I do n't agree with the word ` radical , ' or `	extremist	, ' '' she said in an interview from Boston , where she now lives . Ms. Chai asserted that	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=232	40142243	40142243
234	nyt_eng_19940821_0003	soon shoot someone with an assault rifle . The availability is amazing . '' A review of the history of	extremist	groups turns up a striking number of plots similar to , though less ambitious than , the bombing in Oklahoma	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=233	40164777	40164777
235	nyt_eng_19940821_0003	all that . Timothy James McVeigh , who has been charged with the bombing , is known to have held	extremist	views . Members of a right-wing militia group in Michigan have said that McVeigh and two brothers now charged with	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=234	40221464	40221464
236	nyt_eng_19940821_0003	access to the Internet have yet to address the issues raised by hate groups . Eaton said he 's found	extremist	files on commercial sites and on networks maintained by universities . `` You can get on line all the hate	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=235	40222351	40222351
237	nyt_eng_19940821_0003	, a Los Angeles-based Internet access provider , said his company would probably avoid renting space on its computers to	extremist	groups , but the issue has n't come up yet . `` I do n't think there 's any set	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=236	40222421	40222421
238	nyt_eng_19940821_0003	in 1979 to cultivate specialized virtual communities of people who needed to share information on technical arcana . Today ,	extremist	groups can use Usenet to swap their accusations of government malfeasance and treachery . And because the groups are so	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=237	40328506	40328506
239	nyt_eng_19940821_0003	the trend of rarely using surveillance in terrorist cases . Under Justice Department guidelines , they can not monitor domestic	extremist	groups or terrorists unless they have a reasonable indication of a specific crime , and thus general threats and inflammatory	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=238	40361644	40361644
240	nyt_eng_19940821_0003	a few months to pursue his greater interest in guns , though his techno-skills may have helped him cruise the	extremist	underworld on the Internet . McVeigh found his first real sense of purpose in the army . Enlisting in 1988	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=239	40496389	40496389
241	nyt_eng_19940821_0003	the army reserve . -RRB- Koernke preaches a scenario familiar to anyone on the information `` vine '' of the	extremist	right . A pcoup d'etat , it warns , is coming , and soon . A sinister conspiracy of wealthy	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=240	40497299	40497299
242	nyt_eng_19940821_0003	Paulsens . It is also questioning McVeigh 's sister , Jennifer , who appears to share some of his right-wing	extremist	views . -LRB- The quotation under Jennifer 's high-school picture reads , `` Happiness lies only in the heart of	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=241	40498605	40498605
243	nyt_eng_19940821_0003	bloody images coming out of Oklahoma City . But they are the voice of reason compared to some of the	extremist	ranting on shortwave radio . A few days after the Oklahoma bombing , Mark Koernke , the member of the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=242	40554516	40554516
244	nyt_eng_19940821_0003	but Foster has been a doer , '' Hamrick said . `` The American public does not want an abortion	extremist	in that position . '' As surgeon general , Foster would have no real legislative powers but could use the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=243	40634091	40634091
245	nyt_eng_19940821_0003	, members of both parties clucked at Clinton and assured us that the country would not be taken over by	extremist	nuts . They are like a doctor who tells a patient he has a painful , spreading disease but probably	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=244	40715231	40715231
246	nyt_eng_19940821_0003	hate crimes . We are familiar with the Anti-Defamation League of B ` nai B ` rith report about right-wing	extremist	groups , their recruitment of young Caucasian males , some already members of neo-Nazi skinhead groups , and the enormous	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=245	40740244	40740244
247	nyt_eng_19940821_0003	building in Oklahoma 's capital . Some may have ignored those earlier incidents , but those who have watched these	extremist	groups rise from the ashes of fires that have smoldered in America for centuries , have been fearfully on watch	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=246	40740631	40740631
248	nyt_eng_19940821_0003	right-wingers , gun-owner lobbies , paranoid radio talk show hosts and local militia wackos who are defensive about their own	extremist	rhetoric and have long depicted him as a creature of the devil in any case . But some otherwise sensible	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=247	41078863	41078863
249	nyt_eng_19940821_0003	and save his nomination for surgeon general . Sen. Patty Murray -LRB- D-Wash -RRB- defended him and said an ``	extremist	minority '' should not be allowed to derail the appointment . By Christopher Hanson . -LRB- story will move in	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=248	41183233	41183233
250	nyt_eng_19940821_0003	the differently abled , the other-visioned and the vertically challenged . '' And now , victimization has come to the	extremist	right . Aside from their old paranoid fantasies about black United Nations helicopters roaming in the night and nasty Zionists	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=249	41195086	41195086
251	nyt_eng_19940821_0003	all that . Timothy James McVeigh , who has been charged with the bombing , is known to have held	extremist	views . Members of a right-wing militia group in Michigan have said that McVeigh and two brothers now charged with	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=250	41410909	41410909
